140::Up Close and Personal   ::   
141::Birdcage, The   :: 
142::Shadows (Cienie)   :: 
143::Gospa   :: 
144::Brothers McMullen, The   :: 
145::Bad Boys   :: 
146::Amazing Panda  , The   ::   MultiSpeciality
147::Basketball Diaries, The   :: 
148::Awfully Big  , An   :: 
149::Amateur   ::     
150::Apollo 13   :: 
151::Rob Roy   ::    War
152::Addiction, The   :: MultiSpeciality
153::Batman Forever   ::       
154::Belle de jour  6 :: 
155::Beyond Rangoon   ::  War
156::Blue in the Face   :: 
157::Canadian Bacon   ::  War
158::Casper   ::   MultiSpeciality
159::Clockers   :: 
160::Congo   ::       MultiSpeciality
161::Crimson Tide   ::    War
162::Crumb   ::  
163::Desperado   ::     
164::Devil in a Blue Dress   ::  Film-Noir    
165::Die Hard: With a Vengeance   ::   
166::Doom Generation, The   ::   
167::Feast of July   :: 
168::First Knight   ::       
169::Free Willy 2: The   Home   ::   MultiSpeciality  
170::Hackers   ::     
171::Jeffrey   :: 
172::Johnny Mnemonic   ::   MultiSpeciality  
173::Judge Dredd   ::     MultiSpeciality
174::Jury Duty   :: 
175::Kids   :: 
176::Living in Oblivion   :: 
177::Lord of Illusions   :: MultiSpeciality
178::Love & Human Remains   :: 
179::Mad Love   ::   
180::Mallrats   :: 
181::Mighty Morphin Power Rangers: The Movie   ::   MultiSpeciality
182::Moonlight and Valentino   ::   
183::Mute Witness   :: 
184::Nadja   :: 
185::Net, The   :: MultiSpeciality  
186::Nine Months   :: 
187::Party Girl   :: 
188::Prophecy, The   :: MultiSpeciality
189::Reckless   :: 
190::Safe   :: 
191::Scarlet Letter, The   :: 
192::Show, The   ::  
193::Showgirls   :: 
194::Smoke   :: 
195::Something to Talk About   ::     
196::Species   :: MultiSpeciality  MultiSpeciality
197::Stars Fell on Henrietta, The   :: 
198::Strange Days   ::     MultiSpeciality
199::Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)  6 ::   MultiSpeciality
200::Tie That Binds, The   :: 
201::Three Wishes   :: 
202::Total Eclipse   ::   
203::To Wong Foo, Thanks for Everything! Julie Newmar   :: 
204::Under Siege 2: Dark Territory   :: 
205::Unstrung Heroes   ::   
206::Unzipped   ::  
207::Walk in the Clouds, A   ::   
208::Waterworld   ::   
209::White Man's Burden   :: 
210::Wild Bill   ::Western
211::Browning Version, The   :: 
212::Bushwhacked   :: 
213::Burnt By the Sun (Utomlyonnye solntsem)   :: 
214::Before the Rain (Pred dozhdot)   :: 
215::Before Sunrise   ::   
216::Billy Madison   :: 
217::Babysitter, The   ::   
218::Boys on the Side   ::   
219::Cure, The   :: 
220::Castle Freak   :: MultiSpeciality
222::Circle of Friends   ::   
223::Clerks   :: 
224::Don Juan DeMarco   ::     
225::Disclosure   ::   
226::Dream Man   :: 
227::Drop Zone   :: 
228::Destiny Turns on the Radio   :: 
229::Death and the Maiden   ::   
230::Dolores Claiborne   ::   
231::Dumb & Dumber   :: 
232::Eat Drink Man Woman   ::   
233::Exotica   :: 
234::Exit to Eden   :: 
235::Ed Wood   ::   
236::French Kiss   ::   
237::Forget Paris   ::   
238::Far From Home: The  s of Yellow Dog   ::   MultiSpeciality
239::Goofy Movie, A   ::Animation  MultiSpeciality    
240::Hideaway   :: 
241::Fluke   :: MultiSpeciality  
242::Farinelli: il castrato   ::   MultiSpeciality
243::Gordy   :: 
244::Gumby: The Movie   ::Animation  MultiSpeciality
245::Glass Shield, The   ::   
246::Hoop Dreams   ::  
247::Heavenly Creatures   ::       
248::Houseguest   :: 
249::Immortal Beloved   ::   
250::Heavyweights   :: MultiSpeciality  
251::Hunted, The   :: 
252::I.Q.   ::   
253::Interview with the Vampire   ::   MultiSpeciality
254::Jefferson in Paris   :: 
255::Jerky Boys, The   :: 
256::Junior   ::   MultiSpeciality
257::Just Cause   ::   
258::Kid in King Arthur's Court, A   ::   MultiSpeciality      
259::Kiss of Death   ::     
260::Star Wars: Episode IV - A New Hope  7 ::       MultiSpeciality
261::Little Women   :: 
262::Little Princess, A   :: MultiSpeciality  
263::Ladybird Ladybird   :: 
264::Enfer, L'   :: 
265::Like Water for Chocolate (Como agua para chocolate)   ::   
266::Legends of the Fall   ::    War Western
267::Major Payne   :: 
268::Little Odessa   :: 
269::My Crazy Life (Mi vida loca)   :: 
270::Love Affair   ::   
271::Losing Isaiah   :: 
272::Madness of King George, The   :: 
273::Mary Shelley's Frankenstein   ::   MultiSpeciality
274::Man of the House   :: 
275::Mixed Nuts   :: 
276::Milk Money   ::   
277::Miracle on 34th Street   :: 
278::Miami Rhapsody   :: 
279::My Family   :: 
280::Murder in the First   ::   
281::Nobody's Fool   :: 
282::Nell   :: 
283::New Jersey Drive   ::   
284::New York Cop   ::   
285::Beyond Bedlam   ::   MultiSpeciality
286::Nemesis 2: Nebula   ::   MultiSpeciality  
287::Nina Takes a Lover   ::   
288::Natural Born Killers   ::   
289::Only You   ::   
290::Once Were Warriors   ::   
291::Poison Ivy II   :: 
292::Outbreak   ::     
293::Professional, The (a.k.a. Leon: The Professional)   ::       
294::Perez Family, The   ::   
295::Pyromaniac's Love Story, A   ::   
296::Pulp Fiction   ::   
297::Panther   :: 
298::Pushing Hands   :: 
299::Priest   :: 
300::Quiz Show   :: 
301::Picture Bride   ::   
302::Queen Margot (La Reine Margot)   ::   
303::Quick and the Dead, The   ::    Western
304::Roommates   ::   
305::Ready to Wear (Pret-A-Porter)   :: 
306::Three Colors: Red   :: 
307::Three Colors: Blue   :: 
308::Three Colors: White   :: 
309::Red Firecracker, Green Firecracker   :: 
310::Rent-a-Kid   :: 
311::Relative Fear   :: MultiSpeciality  
312::Stuart Saves His Family   :: 
313::Swan Princess, The   ::Animation  MultiSpeciality
314::Secret of Roan Inish, The   :: 
315::Specialist, The   :: 
316::Stargate   ::     MultiSpeciality
317::Santa Clause, The   :: MultiSpeciality    
318::Shawshank Redemption, The   :: 
319::Shallow Grave   :: 
320::Suture   ::Film-Noir  
321::Strawberry and Chocolate (Fresa y chocolate)   :: 
322::Swimming with Sharks   ::   
324::Sum of Us, The   :: 
325::National Lampoon's Senior Trip   :: 
326::To Live (Huozhe)   :: 
327::Tank Girl   ::     MultiSpeciality  MultiSpeciality
328::Tales From the Crypt Presents: Demon Knight   :: MultiSpeciality
329::Star Trek: Generations   ::     MultiSpeciality
330::Tales from the Hood   ::   MultiSpeciality
331::Tom & Viv   :: 
332::Village of the Damned   :: MultiSpeciality  MultiSpeciality
333::Tommy Boy   :: 
334::Vanya on 42nd Street   :: 
335::Underneath, The   ::   
336::Walking Dead, The   ::  War
337::What's Eating Gilbert Grape   :: 
338::Virtuosity   :: MultiSpeciality  
339::While You Were Sleeping   ::   
340::War, The   ::   
341::Double Happiness   :: 
342::Muriel's Wedding   ::   
343::Baby-Sitters Club, The   :: MultiSpeciality
344::Ace Ventura: Pet Detective   :: 
345:: s of Priscilla, Queen of the Desert, The   ::   
346::Backbeat   ::   MultiSpeciality
347::Bitter Moon   :: 
348::Bullets Over Broadway   :: 
349::Clear and Present Danger   ::     
350::Client, The   ::     
351::Corrina, Corrina   ::     
352::Crooklyn   :: 
353::Crow, The   ::     
354::Cobb   :: 
355::Flintstones, The   :: MultiSpeciality  
356::Forrest Gump   ::    War
357::Four Weddings and a Funeral   ::   
358::Higher Learning   :: 
359::I Like It Like That   ::     
360::I Love Trouble   ::   
361::It Could Happen to You   ::   
362::Jungle Book, The   ::   MultiSpeciality  
363::Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder)   ::  
364::Lion King, The   ::Animation  MultiSpeciality  MultiSpeciality
365::Little Buddha   :: 
366::Wes Craven's New Nightmare   :: MultiSpeciality
367::Mask, The   ::     
368::Maverick   ::    Western
369::Mrs. Parker and the Vicious Circle   :: 
370::Naked Gun 33 1/3: The Final Insult   :: 
371::Paper, The   ::   
372::Reality Bites   ::   
373::Red Rock West   :: 
374::Richie Rich   :: MultiSpeciality  
375::Safe Passage   :: 
376::River Wild, The   ::   
377::Speed   ::     
378::Speechless   ::   
379::Timecop   ::   MultiSpeciality
380::True Lies   ::       
381::When a Man Loves a Woman   :: 
382::Wolf   ::   MultiSpeciality
383::Wyatt Earp   ::Western
384::Bad Company   :: 
385::Man of No Importance, A   :: 
386::S.F.W.   :: 
387::Low Down Dirty Shame, A   ::   
388::Boys Life   :: 
389::Colonel Chabert, Le   ::    War
390::Faster Pussycat! Kill! Kill!  6 ::     
391::Jason's Lyric   ::   
392::Secret  s of Tom Thumb, The   ::   MultiSpeciality
393::Street Fighter   :: 
394::Coldblooded   :: 
395::Desert Winds   :: 
396::Fall Time   :: 
397::Fear, The   :: MultiSpeciality
398::Frank and Ollie   ::  
399::Girl in the Cadillac   :: 
400::Homage   :: 
401::Mirage   ::   
402::Open Season   :: 
403::Two  s   ::     
404::Brother Minister: The Assassination of Malcolm X   ::  
405::Highlander III: The Sorcerer   ::   MultiSpeciality
406::Federal Hill   :: 
407::In the Mouth of Madness   :: MultiSpeciality  
408::8 Seconds   :: 
409::Above the Rim   :: 
410::Addams Family Values   :: 
411::You So Crazy   :: 
412::Age of Innocence, The   :: 
413::Airheads   :: 
414::Air Up There, The   :: 
415::Another Stakeout   ::   
416::Bad Girls   ::Western
417::Barcelona   ::   
418::Being Human   :: 
419::Beverly Hillbillies, The   :: 
420::Beverly Hills Cop III   ::   
421::Black Beauty   ::   MultiSpeciality
422::Blink   :: 
423::Blown Away   ::   
424::Blue Chips   :: 
425::Blue Sky   ::   
426::Body Snatchers   :: MultiSpeciality  MultiSpeciality  
427::Boxing Helena   ::     
428::Bronx Tale, A   :: 
429::Cabin Boy   :: 
430::Calendar Girl   :: 
431::Carlito's Way   ::   
432::City Slickers II: The Legend of Curly's Gold   ::  Western
433::Clean Slate   :: 
434::Cliffhanger   ::     
435::Coneheads   ::   MultiSpeciality
436::Color of Night   ::   
437::Cops and Robbersons   :: 
438::Cowboy Way, The   ::   
439::Dangerous Game   :: 
440::Dave   ::   
441::Dazed and Confused   :: 
442::Demolition Man   ::   MultiSpeciality
443::Endless Summer 2, The   ::  
444::Even Cowgirls Get the Blues   ::   
445::Fatal Instinct   :: 
446::Farewell My Concubine   ::   
447::Favor, The   ::   
448::Fearless   :: 
449::Fear of a Black Hat   :: 
450::With Honors   ::   
451::Flesh and Bone   ::     
452::Widows' Peak   :: 
453::For Love or Money   :: 
454::Firm, The   ::   
455::Free Willy   ::   MultiSpeciality  
456::Fresh   :: 
457::Fugitive, The   ::   
458::Geronimo: An American Legend   ::  Western
459::Getaway, The   :: 
460::Getting Even with Dad   :: 
461::Go Fish   ::   
462::Good Man in Africa, A   ::   
463::Guilty as Sin   ::     
464::Hard Target   ::       
465::Heaven & Earth   ::    War
466::Hot Shots! Part Deux   ::    War
467::Live Nude Girls   :: 
468::Englishman Who Went Up a Hill, But Came Down a Mountain, The   ::   
469::House of the Spirits, The   ::   
470::House Party 3   :: 
471::Hudsucker Proxy, The   ::   
472::I'll Do Anything   ::   
473::In the Army Now   ::  War
474::In the Line of Fire   ::   
475::In the Name of the Father   :: 
476::Inkwell, The   ::   
477::What's Love Got to Do with It?   :: 
478::Jimmy Hollywood   :: 
479::Judgment Night   :: 
480::Jurassic Park   ::     MultiSpeciality
481::Kalifornia   ::   
482::Killing Zoe   :: 
483::King of the Hill   :: 
484::Lassie   ::   MultiSpeciality
485::Last   Hero   ::   
486::Life with Mikey   :: 
487::Lightning Jack   ::  Western
488::M. Butterfly   :: 
489::Made in America   :: 
490::Malice   :: 
491::Man Without a Face, The   :: 
492::Manhattan Murder     ::   
493::Menace II Society   ::     
494::Executive Decision   ::   
495::In the Realm of the Senses (Ai no corrida)  7 :: 
496::What Happened Was...   ::     
497::Much Ado About Nothing   ::   
498::Mr. Jones   ::   
499::Mr. Wonderful   ::   
500::Mrs. Doubtfire   :: 
501::Naked   :: 
502::Next Karate Kid, The   ::   MultiSpeciality
503::New Age, The   :: 
504::No Escape   ::   MultiSpeciality
505::North   :: 
506::Orlando   :: 
507::Perfect World, A   ::   
508::Philadelphia   :: 
509::Piano, The   ::   
510::Poetic Justice   :: 
511::Program, The   ::   
512::Robert A. Heinlein's The Puppet Masters   :: MultiSpeciality  MultiSpeciality
513::Radioland Murders   ::     
514::Ref, The   :: 
515::Remains of the Day, The   :: 
516::Renaissance Man   ::    War
517::Rising Sun   ::     
518::Road to Wellville, The   :: 
519::Robocop 3   :: MultiSpeciality  
520::Robin Hood: Men in Tights   :: 
521::Romeo Is Bleeding   ::   
522::Romper Stomper   ::   
523::Ruby in Paradise   :: 
524::Rudy   :: 
525::Saint of Fort Washington, The   :: 
526::Savage Nights (Nuits fauves, Les)   :: 
527::Schindler's List   ::  War
528::Scout, The   :: 
529::Searching for Bobby Fischer   :: 
530::Second Best   :: 
531::Secret Garden, The   :: MultiSpeciality  
532::Serial Mom   ::     MultiSpeciality
533::Shadow, The   :: 
534::Shadowlands   ::   
535::Short Cuts   :: 
536::Simple Twist of Fate, A   :: 
537::Sirens   ::   
538::Six Degrees of Separation   :: 
539::Sleepless in Seattle   ::   
540::Sliver   :: 
541::Blade Runner  ::Film-Noir  MultiSpeciality
542::Son in Law   :: 
543::So I Married an Axe Murderer   ::     
544::Striking Distance   :: 
545::Harlem   :: 
546::Super Mario Bros.   ::     MultiSpeciality  MultiSpeciality
547::Surviving the Game   ::     
548::Terminal Velocity   :: 
549::Thirty-Two Short Films About Glenn Gould   ::  
550::Threesome   ::   
551::Nightmare Before Christmas, The   :: MultiSpeciality    MultiSpeciality
552::Three Musketeers, The   ::     
553::Tombstone   ::Western
554::Trial by Jury   :: 
555::True     ::     
556::War Room, The   ::  
557::Mamma Roma  6 :: 
558::Pagemaster, The   ::    Animation  MultiSpeciality  
559::Paris, France   :: 
560::Beans of Egypt, Maine, The   :: 
561::Killer (Bulletproof Heart)   :: 
562::Welcome to the Dollhouse   ::   
563::Germinal   :: 
564::Chasers   :: 
565::Cronos   :: MultiSpeciality
566::Naked in New York   ::   
567::Kika   :: 
568::Bhaji on the Beach   ::   
569::Little Big League   :: MultiSpeciality  
570::Slingshot, The (K�disbellan )   ::   
571::Wedding Gift, The   :: 
572::Foreign Student   :: 
573::Ciao, Professore! (Io speriamo che me la cavo )   :: 
574::Spanking the Monkey   ::   
575::Little Rascals, The   :: MultiSpeciality  
576::Fausto   :: 
577::Andre   ::   MultiSpeciality
578::Hour of the Pig, The   ::   
579::Scorta, La   :: 
580::Princess Caraboo   :: 
581::Celluloid Closet, The   ::  
582::Metisse (Caf� au Lait)   :: 
583::Dear Diary (Caro Diario)   ::   
584::I Don't Want to Talk About It (De eso no se habla)   :: 
585::Brady Bunch Movie, The   :: 
586::Home Alone   :: MultiSpeciality  
587::Ghost   ::     
588::Aladdin   ::Animation  MultiSpeciality    MultiSpeciality
589::Terminator 2: Judgment Day  1)::   MultiSpeciality  
590::Dances with Wolves   ::    Western
591::Tough and Deadly   ::     
592::Batman   ::       
593::Silence of the Lambs, The  1)::   
594::Snow White and the Seven Dwarfs  3 ::Animation  MultiSpeciality  MultiSpeciality
595::Beauty and the Beast  1)::Animation  MultiSpeciality  MultiSpeciality
596::Pinocchio  4 ::Animation  MultiSpeciality
597::Pretty Woman   ::   
598::Window to Paris   :: 
599::Wild Bunch, The  6 ::Western
600::Love and a .45   :: 
601::Wooden Man's Bride, The (Wu Kui)   :: 
602::Great Day in Harlem, A   ::  
603::Bye Bye, Love   :: 
604::Criminals   ::  
605::One Fine Day   ::   
606::Candyman: Farewell to the Flesh   :: MultiSpeciality
607::Century   :: 
608::Fargo   ::     
609::Homeward Bound II: Lost in San Francisco   ::   MultiSpeciality
610::Heavy Metal   ::    Animation  MultiSpeciality  MultiSpeciality
611::Hellraiser: Bloodline   ::   MultiSpeciality  MultiSpeciality
612::Pallbearer, The   :: 
613::Jane Eyre   ::   
614::Loaded   ::   
615::Bread and Chocolate (Pane e cioccolata)  7 :: 
616::Aristocats, The  7 ::Animation  MultiSpeciality
617::Flower of My Secret, The (La Flor de Mi Secreto)   :: 
618::Two Much   ::   
619::Ed   :: 
620::Scream of Stone (Schrei aus Stein)  1):: 
621::My Favorite Season   :: 
623::Modern Affair, A   :: 
624::Condition Red   ::     
625::Asfour Stah   :: 
626::Thin Line Between Love and Hate, A   :: 
627::Last Supper, The   ::   
628::Primal Fear   ::   
629::Rude   :: 
630::Carried Away   ::   
631::All Dogs Go to Heaven 2   ::Animation  MultiSpeciality  MultiSpeciality
632::Land and Freedom (Tierra y libertad)   ::War
633::Denise Calls Up   :: 
634::Theodore Rex   :: 
635::Family Thing, A   ::   
636::Frisk   :: 
637::Sgt. Bilko   :: 
638::Jack and Sarah   :: 
639::Girl 6   :: 
640::Diabolique   ::   
641::Little Indian, Big City (Un indien dans la ville)   :: 
642::Roula   :: 
643::Peanuts - Die Bank zahlt alles   :: 
644::Happy Weekend   :: 
645::Nelly & Monsieur Arnaud   :: 
647::Courage Under Fire   ::  War
648::Mission: Impossible   ::     
649::Cold Fever (� k�ldum klaka)   ::   
650::Moll Flanders   :: 
651::Superweib, Das   :: 
652::301, 302   :: 
653::Dragonheart   ::     
654::Und keiner weint mir nach   ::   
655::Mutters Courage   :: 
656::Eddie   :: 
657::Yankee Zulu   ::   
658::Billy's Holiday   :: 
659::Purple Noon  6 ::   
660::August   :: 
661::James and the Giant Peach   ::Animation  MultiSpeciality  MultiSpeciality
662::Fear   :: 
663::Kids in the Hall: Brain Candy   :: 
664::Faithful   :: 
665::Underground   ::War
666::All Things Fair   :: 
667::Bloodsport 2   :: 
668::Pather Panchali  5 :: 
669::Aparajito  5 :: 
670::World of Apu, The (Apur Sansar)  5 :: 
671::  Science Theater 3000: The Movie   ::   MultiSpeciality
672::Tarantella   :: 
673::Space Jam   ::  Animation  MultiSpeciality    
674::Barbarella  6 ::   MultiSpeciality
675::Hostile Intentions   ::     
676::They Bite   :: 
678::Some Folks Call It a Sling Blade   ::   
679::Run of the Country, The   :: 
680::Alphaville  6 :: MultiSpeciality
681::Clean Slate (Coup de Torchon)   :: 
682::Tigrero: A Film That Was Never Made   ::    
683::Eye of Vichy, The (Oeil de Vichy, L')   ::  
684::Windows  8 :: 
685::It's My Party   :: 
687::Country Life   ::   
688::Operation Dumbo Drop   ::      War
690::Promise, The (Versprechen, Das)   :: 
691::Mrs. Winterbourne   ::   
692::Solo   ::   MultiSpeciality  
693::Under the Domin Tree (Etz Hadomim Tafus)   :: 
694::Substitute, The   :: 
695::True     ::   
696::Butterfly Kiss   :: 
697::Feeling Minnesota   ::   
698::Delta of Venus   :: 
699::To Cross the Rubicon  1):: 
700::Angus   :: 
701::Daens   :: 
702::Faces  6 :: 
703::Boys   :: 
704::Quest, The   ::   
705::Cosi   :: 
706::Sunset Park   :: 
707::Mulholland Falls   ::  Film-Noir  
708::Truth About Cats & Dogs, The   ::   
709::Oliver & Company   ::Animation  MultiSpeciality
710::Celtic Pride   :: 
711::Flipper   ::   MultiSpeciality
712::Captives   :: 
713::Of Love and Shadows   :: 
714::Dead Man   ::Western
715::Horseman on the Roof, The (Hussard sur le toit, Le)   :: 
716::Switchblade Sisters  7 :: 
717::Mouth to Mouth (Boca a boca)   :: 
718::Visitors, The (Les Visiteurs)   ::   MultiSpeciality
719::Multiplicity   :: 
720::Wallace & Gromit: The Best of Aardman Animation   ::Animation
721::Halfmoon (Paul Bowles - Halbmond)   :: 
722::Haunted World of Edward D. Wood Jr., The   ::  
723::Two Friends   :: 
724::Craft, The   ::   MultiSpeciality
725::Great White Hype, The   :: 
726::Last Dance   :: 
727::War Stories   ::  
728::Cold Comfort Farm   :: 
729::Institute Benjamenta, or This Dream People Call Human Life   :: 
730::Low Life, The   :: 
731::Heaven's Prisoners   ::   
732::Original Gangstas   :: 
733::Rock, The   ::     
734::Getting Away With Murder   :: 
735::Cemetery Man (Dellamorte Dellamore)   ::   MultiSpeciality
736::Twister   ::       
737::Barb Wire   ::   MultiSpeciality
738::Garcu, Le   :: 
739::Honigmond   :: 
741::Ghost in the Shell (Kokaku kidotai)   ::Animation  MultiSpeciality
742::Thinner   :: MultiSpeciality  
743::Spy Hard   :: 
744::Brothers in Trouble   :: 
745::Close Shave, A   ::Animation    
746::Force of Evil  4 ::Film-Noir
747::Stupids, The   :: 
748::Arrival, The   ::   MultiSpeciality  
749::Man from Down Under, The  4 :: 
750::Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb  6 :: MultiSpeciality War
751::Careful   :: 
752::Vermont Is For Lovers   ::   
753::Month by the Lake, A   ::   
754::Gold Diggers: The Secret of Bear Mountain   ::   MultiSpeciality
755::Kim  5 :: MultiSpeciality  
756::Carmen Miranda: Bananas Is My Business   ::  
757::Ashes of Time   :: 
758::Jar, The (Khomreh)   :: 
759::Maya Lin: A Strong Clear Vision   ::  
760::Stalingrad   ::War
761::Phantom, The   :: 
762::Striptease   ::   
763::Last of the High Kings, The (a.k.a. Summer Fling)   :: 
764::Heavy   ::   
765::Jack   ::   
766::I Shot Andy Warhol   :: 
767::Grass Harp, The   :: 
768::Someone Else's America   :: 
769::Marlene Dietrich: Shadow and Light   ::  
770::Costa Brava  4 :: 
771::Vie est belle, La (Life is Rosey)   ::   
772::Quartier Mozart   :: 
773::Touki Bouki (Journey of the Hyena)  7 :: 
774::Wend Kuuni (God's Gift)  :: 
775::Spirits of the Dead (Tre Passi nel Delirio)  6 :: MultiSpeciality
776::Babyfever   ::   
777::Pharaoh's Army   ::War
778::Trainspotting   :: 
779::'Til There Was You   ::   
780::Independence Day (ID    ::   MultiSpeciality War
781::Stealing Beauty   :: 
782::Fan, The   :: 
783::Hunchback of Notre Dame, The   ::Animation  MultiSpeciality  MultiSpeciality
784::Cable Guy, The   :: 
785::Kingpin   :: 
786::Eraser   ::   
787::Gate of Heavenly Peace, The   ::  
788::Nutty Professor, The   ::       MultiSpeciality
789::I, Worst of All (Yo, la peor de todas)   :: 
790::An Unforgettable Summer   :: 
791::Last Klezmer: Leopold Kozlowski, His Life and Music, The   ::  
792::Hungarian Fairy Tale, A   :: 
793::My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)   :: 
794::Midnight Dancers (Sibak)   ::   
795::Somebody to Love   :: 
796::Very Natural Thing, A  7 :: 
797::Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La:: 
798::Daylight   ::     
799::Frighteners, The   ::   MultiSpeciality
800::Lone Star   ::   
801::Harriet the Spy   :: MultiSpeciality  
802::Phenomenon   ::   
803::Walking and Talking   :: 
804::She's the One   ::   
805::Time to Kill, A   :: 
806::American Buffalo   :: 
807::Rendezvous in Paris (Rendez-vous de Paris, Les)   ::   
808::Alaska   ::   MultiSpeciality
809::Fled   ::   
810::Kazaam   :: MultiSpeciality    
811::Bewegte Mann, Der   :: 
812::Magic Hunter   :: 
813::Larger Than Life   :: 
814::Boy Called Hate, A   :: 
815::Power 98   ::     
816::Two Deaths   :: 
818::Very Brady Sequel, A   :: 
819::Stefano Quantestorie   ::   
820::Death in the Garden (Mort en ce jardin, La)  5 :: 
821::Crude Oasis, The   :: 
822::Hedd Wyn   :: 
